timestamp,open,high,low,close,volume
2024-01-17 16:00:00,0.35,0.4625,0.35,0.4285,5152803.39
2024-01-18 16:00:00,0.4286,0.4302,0.3402,0.361,3632115.44
2024-01-19 16:00:00,0.3611,0.4166,0.3214,0.3362,2723869.03
2024-01-20 16:00:00,0.3361,0.3485,0.3077,0.3102,1869520.18
2024-01-21 16:00:00,0.3108,0.3197,0.2502,0.2703,4629496.87
2024-01-22 16:00:00,0.2708,0.284,0.2078,0.2207,4606803.98
2024-01-23 16:00:00,0.2209,0.3444,0.2098,0.3276,7205111.39
2024-01-24 16:00:00,0.3275,0.3773,0.3235,0.3639,3459763.55
2024-01-25 16:00:00,0.3632,0.4088,0.3468,0.3573,3019641.16
2024-01-26 16:00:00,0.3572,0.3704,0.3001,0.3348,2791004.49
2024-01-27 16:00:00,0.3352,0.3779,0.3209,0.3585,1986652.83
2024-01-28 16:00:00,0.3593,0.3645,0.2933,0.3076,2578336.68
2024-01-29 16:00:00,0.3075,0.3435,0.3001,0.3044,1728668.19
2024-01-30 16:00:00,0.3043,0.3059,0.2605,0.2674,2781893.01
2024-01-31 16:00:00,0.2674,0.2739,0.2103,0.2296,4316448.63
2024-02-01 16:00:00,0.2291,0.241,0.2037,0.2171,2828585.73
2024-02-02 16:00:00,0.2171,0.277,0.2167,0.2448,5964683.9
2024-02-03 16:00:00,0.2449,0.2528,0.2214,0.2233,2486174.42
2024-02-04 16:00:00,0.2236,0.2245,0.2025,0.2126,2891185.96
2024-02-05 16:00:00,0.2125,0.2191,0.1932,0.1952,1915656.34
2024-02-06 16:00:00,0.1952,0.2007,0.1705,0.1836,3575350.58
2024-02-07 16:00:00,0.1833,0.2416,0.182,0.2388,6402562.08
2024-02-08 16:00:00,0.2384,0.2421,0.214,0.2252,2961876.86
2024-02-09 16:00:00,0.2252,0.3072,0.2238,0.304,3658694.15
2024-02-10 16:00:00,0.3042,0.3423,0.3016,0.3243,2944347.03
2024-02-11 16:00:00,0.3246,0.3317,0.2825,0.3146,2789391.11
2024-02-12 16:00:00,0.3148,0.4061,0.3055,0.3782,3973925.81
2024-02-13 16:00:00,0.378,0.4772,0.3611,0.4588,2938211.71
2024-02-14 16:00:00,0.459,0.4758,0.4202,0.4246,2366843.06
2024-02-15 16:00:00,0.425,0.4281,0.3624,0.3703,2065829.45
2024-02-16 16:00:00,0.3707,0.3839,0.3407,0.3516,2250622.88
2024-02-17 16:00:00,0.351,0.433,0.347,0.4259,2400896.94
2024-02-18 16:00:00,0.426,0.4482,0.377,0.4029,1686670.13
2024-02-19 16:00:00,0.4031,0.4076,0.3143,0.3381,2326254.73
2024-02-20 16:00:00,0.3389,0.4062,0.3141,0.3468,3684411.95
2024-02-21 16:00:00,0.3467,0.3672,0.318,0.3269,2126448.25
2024-02-22 16:00:00,0.3262,0.3315,0.2867,0.295,981600.45
2024-02-23 16:00:00,0.2944,0.3169,0.2829,0.3021,505273.15
2024-02-24 16:00:00,0.3,0.3431,0.3,0.3312,410632.53
2024-02-25 16:00:00,0.3312,0.414,0.327,0.4095,519136.45
2024-02-26 16:00:00,0.4103,0.625,0.4056,0.5815,5179608.56
2024-02-27 16:00:00,0.5814,0.8215,0.5613,0.6967,9454735.1
2024-02-28 16:00:00,0.6972,0.9001,0.6,0.8561,7725813.79
2024-02-29 16:00:00,0.8559,1.0768,0.7092,0.9593,8331164.73
2024-03-01 16:00:00,0.9606,1.3423,0.9418,1.1895,10343431.04
2024-03-02 16:00:00,1.192,1.8,1.1351,1.6683,8037047.8
2024-03-03 16:00:00,1.6685,1.924,1.5041,1.7112,7056750.7
2024-03-04 16:00:00,1.7099,1.9653,1.2312,1.3443,15452359.5
2024-03-05 16:00:00,1.3379,2.2887,1.0311,2.0439,11720213.16
2024-03-06 16:00:00,2.0367,2.1103,1.6497,1.8483,3187432.81
2024-03-07 16:00:00,1.8425,2.37,1.698,2.0896,3505728.92
2024-03-08 16:00:00,2.1065,2.3741,2.0216,2.1102,1992118.61
2024-03-09 16:00:00,2.1108,2.4849,2.0571,2.1522,1799502.36
2024-03-10 16:00:00,2.1538,2.2849,1.82,2.0727,1567834.15
2024-03-11 16:00:00,2.0729,2.1265,1.848,2.0044,994428.15
2024-03-12 16:00:00,2.0045,2.4608,1.7898,2.4145,1796926.31
2024-03-13 16:00:00,2.413,3.4464,2.413,3.3078,2699470.97
2024-03-14 16:00:00,3.3075,3.5637,2.7,2.9041,2825941.77
2024-03-15 16:00:00,2.8997,3.159,2.4104,2.5458,1820264.87
